neighbourhood,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
Bedford-Stuyvesant,45.0,2.0,10.0,0.29,3.0,311.0,0,1,0,0,0,0,0,1
West Village,200.0,2.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
East Village,199.0,5.0,22.0,0.62,1.0,68.0,0,0,1,0,0,1,0,0
Upper East Side,195.0,1.0,109.0,3.21,1.0,190.0,0,0,1,0,0,1,0,0
Financial District,349.0,3.0,38.0,1.08,1.0,72.0,0,0,1,0,0,1,0,0
Financial District,270.0,2.0,113.0,3.21,1.0,11.0,0,0,1,0,0,1,0,0
Upper East Side,230.0,30.0,0.0,0.0,49.0,284.0,0,0,1,0,0,1,0,0
Financial District,165.0,30.0,0.0,0.0,96.0,365.0,0,0,1,0,0,1,0,0
Williamsburg,159.0,2.0,1.0,0.03,1.0,0.0,0,1,0,0,0,1,0,0
Murray Hill,196.0,30.0,1.0,0.03,96.0,280.0,0,0,1,0,0,1,0,0
Murray Hill,103.0,1.0,3.0,0.08,1.0,0.0,0,0,1,0,0,0,0,1
Williamsburg,92.0,4.0,18.0,0.52,1.0,341.0,0,1,0,0,0,0,1,0
Upper East Side,150.0,3.0,37.0,1.04,1.0,0.0,0,0,1,0,0,1,0,0
Nolita,294.0,5.0,150.0,4.19,1.0,105.0,0,0,1,0,0,1,0,0
Midtown,110.0,4.0,36.0,1.05,1.0,40.0,0,0,1,0,0,1,0,0
Highbridge,76.0,7.0,40.0,1.15,1.0,34.0,1,0,0,0,0,1,0,0
Williamsburg,180.0,2.0,115.0,3.34,2.0,82.0,0,1,0,0,0,1,0,0
St. Albans,100.0,2.0,46.0,1.34,2.0,361.0,0,0,0,1,0,1,0,0
Crown Heights,80.0,7.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
Windsor Terrace,120.0,5.0,1.0,0.09,2.0,0.0,0,1,0,0,0,1,0,0
Hell's Kitchen,90.0,1.0,15.0,0.42,2.0,0.0,0,0,1,0,0,0,1,0
Prospect-Lefferts Gardens,130.0,1.0,83.0,2.34,1.0,0.0,0,1,0,0,0,1,0,0
Prospect-Lefferts Gardens,84.0,2.0,84.0,2.39,1.0,211.0,0,1,0,0,0,1,0,0
Flatbush,50.0,3.0,98.0,2.77,2.0,140.0,0,1,0,0,0,0,1,0
East Village,316.0,3.0,74.0,2.19,1.0,348.0,0,0,1,0,0,1,0,0
Jamaica,115.0,2.0,32.0,0.91,1.0,265.0,0,0,0,1,0,1,0,0
Williamsburg,325.0,1.0,2.0,0.06,1.0,0.0,0,1,0,0,0,1,0,0
Williamsburg,160.0,2.0,130.0,3.72,2.0,69.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,47.0,2.0,39.0,1.12,2.0,51.0,0,1,0,0,0,0,1,0
Hell's Kitchen,200.0,3.0,9.0,0.26,1.0,0.0,0,0,1,0,0,1,0,0
Williamsburg,200.0,4.0,9.0,0.26,1.0,9.0,0,1,0,0,0,1,0,0
Williamsburg,75.0,7.0,12.0,0.35,2.0,359.0,0,1,0,0,0,0,1,0
Flatbush,39.0,3.0,13.0,0.38,1.0,186.0,0,1,0,0,0,0,1,0
Financial District,300.0,6.0,3.0,0.1,1.0,358.0,0,0,1,0,0,1,0,0
Upper West Side,489.0,7.0,8.0,0.22,1.0,328.0,0,0,1,0,0,1,0,0
Rosedale,150.0,2.0,3.0,0.08,3.0,364.0,0,0,0,1,0,1,0,0
Queens Village,65.0,1.0,152.0,4.67,1.0,335.0,0,0,0,1,0,1,0,0
South Slope,120.0,4.0,139.0,3.98,3.0,136.0,0,1,0,0,0,1,0,0
Hell's Kitchen,80.0,1.0,117.0,3.34,1.0,0.0,0,0,1,0,0,0,1,0
Williamsburg,53.0,2.0,40.0,1.15,1.0,1.0,0,1,0,0,0,0,1,0
Upper West Side,200.0,3.0,16.0,0.48,1.0,0.0,0,0,1,0,0,1,0,0
Crown Heights,50.0,3.0,100.0,2.81,2.0,0.0,0,1,0,0,0,0,1,0
Midtown,150.0,2.0,13.0,0.36,1.0,69.0,0,0,1,0,0,1,0,0
Hell's Kitchen,120.0,2.0,154.0,4.47,1.0,266.0,0,0,1,0,0,0,1,0
Kips Bay,175.0,2.0,41.0,1.18,1.0,242.0,0,0,1,0,0,0,1,0
Harlem,49.0,30.0,11.0,0.32,1.0,36.0,0,0,1,0,0,1,0,0
St. Albans,59.0,2.0,4.0,0.29,5.0,180.0,0,0,0,1,0,0,1,0
Ridgewood,79.0,3.0,13.0,0.39,1.0,64.0,0,0,0,1,0,0,1,0
Kips Bay,195.0,2.0,12.0,0.41,1.0,0.0,0,0,1,0,0,1,0,0
Williamsburg,249.0,3.0,99.0,2.87,2.0,239.0,0,1,0,0,0,1,0,0
Prospect-Lefferts Gardens,53.0,1.0,42.0,1.19,3.0,337.0,0,1,0,0,0,0,1,0
Financial District,189.0,1.0,22.0,0.67,1.0,0.0,0,0,1,0,0,0,1,0
East New York,60.0,2.0,38.0,1.07,2.0,357.0,0,1,0,0,0,0,1,0
Ridgewood,135.0,2.0,73.0,2.11,1.0,345.0,0,0,0,1,0,1,0,0
Longwood,75.0,2.0,110.0,3.18,2.0,350.0,1,0,0,0,0,0,1,0
Prospect Heights,60.0,5.0,0.0,0.0,1.0,18.0,0,1,0,0,0,0,1,0
Astoria,120.0,2.0,13.0,0.37,1.0,115.0,0,0,0,1,0,1,0,0
East Village,100.0,5.0,4.0,0.17,1.0,0.0,0,0,1,0,0,0,1,0
Williamsburg,95.0,3.0,61.0,1.73,2.0,56.0,0,1,0,0,0,0,1,0
Chelsea,185.0,1.0,2.0,0.06,1.0,0.0,0,0,1,0,0,1,0,0
Upper East Side,99.0,5.0,15.0,0.45,1.0,0.0,0,0,1,0,0,1,0,0
Williamsburg,180.0,4.0,94.0,2.72,1.0,326.0,0,1,0,0,0,1,0,0
Midtown,350.0,5.0,24.0,0.7,1.0,137.0,0,0,1,0,0,1,0,0
Greenwich Village,69.0,1.0,4.0,0.12,1.0,0.0,0,0,1,0,0,0,1,0
East Flatbush,50.0,2.0,41.0,1.15,1.0,250.0,0,1,0,0,0,0,1,0
Maspeth,144.0,2.0,113.0,3.18,3.0,293.0,0,0,0,1,0,1,0,0
Prospect-Lefferts Gardens,85.0,4.0,9.0,0.25,1.0,0.0,0,1,0,0,0,1,0,0
Washington Heights,100.0,5.0,13.0,1.04,1.0,1.0,0,0,1,0,0,1,0,0
West Village,240.0,5.0,52.0,1.54,1.0,271.0,0,0,1,0,0,1,0,0
Crown Heights,125.0,1.0,3.0,0.09,2.0,0.0,0,1,0,0,0,1,0,0
Upper East Side,165.0,2.0,22.0,0.65,1.0,0.0,0,0,1,0,0,1,0,0
Rego Park,145.0,3.0,88.0,2.56,1.0,321.0,0,0,0,1,0,1,0,0
Rosedale,88.0,1.0,0.0,0.0,3.0,364.0,0,0,0,1,0,0,1,0
Williamsburg,65.0,1.0,1.0,0.03,1.0,0.0,0,1,0,0,0,0,1,0
Greenpoint,60.0,3.0,52.0,1.49,2.0,0.0,0,1,0,0,0,0,1,0
Astoria,122.0,2.0,128.0,3.65,1.0,255.0,0,0,0,1,0,1,0,0
Washington Heights,65.0,7.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Kensington,42.0,1.0,95.0,2.69,11.0,148.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,55.0,6.0,7.0,0.54,1.0,179.0,0,1,0,0,0,0,1,0
Crown Heights,115.0,2.0,7.0,0.21,1.0,0.0,0,1,0,0,0,1,0,0
Bushwick,95.0,1.0,9.0,0.25,1.0,0.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,113.0,2.0,167.0,4.71,2.0,167.0,0,1,0,0,0,1,0,0
Upper East Side,185.0,4.0,10.0,0.28,1.0,329.0,0,0,1,0,0,1,0,0
Glendale,34.0,30.0,14.0,0.41,2.0,365.0,0,0,0,1,0,0,1,0
Upper East Side,80.0,3.0,90.0,2.53,3.0,323.0,0,0,1,0,0,0,1,0
Crown Heights,50.0,1.0,55.0,1.54,3.0,60.0,0,1,0,0,0,0,0,1
Washington Heights,55.0,3.0,89.0,2.53,1.0,66.0,0,0,1,0,0,0,1,0
Murray Hill,110.0,5.0,2.0,0.06,1.0,0.0,0,0,1,0,0,1,0,0
Greenwich Village,115.0,5.0,65.0,1.84,1.0,157.0,0,0,1,0,0,0,1,0
Upper East Side,239.0,3.0,17.0,0.49,2.0,212.0,0,0,1,0,0,1,0,0
Astoria,63.0,2.0,8.0,0.31,1.0,0.0,0,0,0,1,0,0,1,0
Kips Bay,295.0,2.0,42.0,1.29,1.0,81.0,0,0,1,0,0,1,0,0
Flatiron District,425.0,7.0,0.0,0.0,1.0,363.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,125.0,4.0,55.0,1.59,1.0,0.0,0,1,0,0,0,0,1,0
Throgs Neck,175.0,2.0,28.0,0.92,1.0,36.0,1,0,0,0,0,1,0,0
Nolita,90.0,1.0,10.0,0.28,4.0,14.0,0,0,1,0,0,0,0,1
Williamsburg,75.0,3.0,3.0,0.09,1.0,0.0,0,1,0,0,0,0,1,0
Astoria,99.0,2.0,154.0,4.38,1.0,283.0,0,0,0,1,0,1,0,0
Nolita,118.0,3.0,10.0,0.29,1.0,0.0,0,0,1,0,0,0,1,0
East Harlem,75.0,2.0,50.0,1.46,1.0,0.0,0,0,1,0,0,0,1,0
Lower East Side,105.0,3.0,24.0,0.68,1.0,0.0,0,0,1,0,0,1,0,0
Greenpoint,56.0,7.0,69.0,1.96,2.0,163.0,0,1,0,0,0,0,1,0
DUMBO,125.0,12.0,24.0,0.69,1.0,0.0,0,1,0,0,0,0,1,0
SoHo,80.0,2.0,8.0,0.23,3.0,275.0,0,0,1,0,0,0,1,0
Port Morris,110.0,3.0,7.0,0.2,1.0,42.0,1,0,0,0,0,1,0,0
Bushwick,75.0,1.0,24.0,0.69,2.0,250.0,0,1,0,0,0,0,1,0
Sunnyside,60.0,2.0,15.0,0.42,1.0,27.0,0,0,0,1,0,0,1,0
Astoria,55.0,1.0,20.0,0.63,4.0,252.0,0,0,0,1,0,0,1,0
Stuyvesant Town,60.0,2.0,2.0,0.06,1.0,0.0,0,0,1,0,0,0,1,0
Williamsburg,200.0,4.0,9.0,0.25,1.0,89.0,0,1,0,0,0,0,1,0
Harlem,49.0,1.0,13.0,0.37,1.0,0.0,0,0,1,0,0,0,1,0
Flushing,200.0,2.0,93.0,2.68,1.0,346.0,0,0,0,1,0,1,0,0
East New York,40.0,2.0,84.0,2.45,2.0,273.0,0,1,0,0,0,0,1,0
Murray Hill,179.0,30.0,0.0,0.0,87.0,365.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,75.0,2.0,12.0,0.35,1.0,41.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,45.0,2.0,24.0,0.68,1.0,5.0,0,1,0,0,0,0,1,0
Upper West Side,245.0,30.0,12.0,0.37,6.0,245.0,0,0,1,0,0,1,0,0
Prospect Heights,120.0,3.0,36.0,1.06,1.0,89.0,0,1,0,0,0,1,0,0
Williamsburg,51.0,6.0,5.0,0.22,2.0,358.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,83.0,1.0,110.0,3.46,4.0,307.0,0,1,0,0,0,0,1,0
Boerum Hill,55.0,2.0,1.0,0.03,1.0,0.0,0,1,0,0,0,0,1,0
Gramercy,85.0,2.0,47.0,1.32,1.0,18.0,0,0,1,0,0,0,1,0
Kips Bay,109.0,30.0,5.0,0.15,31.0,134.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,85.0,2.0,8.0,0.23,2.0,0.0,0,1,0,0,0,0,1,0
Gramercy,179.0,30.0,2.0,0.06,96.0,345.0,0,0,1,0,0,1,0,0
East Village,95.0,30.0,7.0,0.2,1.0,238.0,0,0,1,0,0,0,1,0
Clinton Hill,95.0,2.0,47.0,1.34,1.0,0.0,0,1,0,0,0,1,0,0
Williamsburg,170.0,3.0,87.0,2.48,1.0,32.0,0,1,0,0,0,1,0,0
Rockaway Beach,110.0,1.0,75.0,2.14,1.0,56.0,0,0,0,1,0,1,0,0
Bedford-Stuyvesant,111.0,2.0,2.0,0.08,1.0,0.0,0,1,0,0,0,1,0,0
Prospect-Lefferts Gardens,125.0,1.0,1.0,0.03,1.0,87.0,0,1,0,0,0,0,1,0
Bushwick,34.0,3.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Harlem,54.0,3.0,71.0,2.01,1.0,15.0,0,0,1,0,0,0,1,0
Williamsburg,79.0,1.0,39.0,1.11,2.0,152.0,0,1,0,0,0,0,1,0
Williamsburg,80.0,2.0,166.0,4.68,1.0,8.0,0,1,0,0,0,0,1,0
Greenpoint,89.0,4.0,31.0,4.72,3.0,0.0,0,1,0,0,0,0,1,0
Hell's Kitchen,175.0,3.0,1.0,0.03,1.0,0.0,0,0,1,0,0,1,0,0
Bushwick,85.0,1.0,188.0,5.3,5.0,270.0,0,1,0,0,0,0,1,0
Claremont Village,38.0,15.0,8.0,0.23,2.0,24.0,1,0,0,0,0,0,1,0
Bedford-Stuyvesant,29.0,1.0,63.0,1.78,2.0,18.0,0,1,0,0,0,0,1,0
Bushwick,45.0,2.0,5.0,0.14,1.0,0.0,0,1,0,0,0,0,1,0
West Village,229.0,2.0,3.0,0.09,1.0,67.0,0,0,1,0,0,1,0,0
Williamsburg,147.0,2.0,47.0,1.34,1.0,0.0,0,1,0,0,0,1,0,0
Flushing,35.0,1.0,61.0,1.72,4.0,342.0,0,0,0,1,0,0,1,0
Upper East Side,300.0,3.0,0.0,0.0,1.0,179.0,0,0,1,0,0,1,0,0
Park Slope,154.0,2.0,143.0,4.11,1.0,269.0,0,1,0,0,0,1,0,0
West Village,250.0,120.0,2.0,0.09,1.0,273.0,0,0,1,0,0,1,0,0
Williamsburg,150.0,4.0,10.0,0.29,1.0,6.0,0,1,0,0,0,1,0,0
Crown Heights,65.0,1.0,6.0,0.17,1.0,0.0,0,1,0,0,0,0,1,0
Little Italy,250.0,1.0,180.0,5.07,1.0,229.0,0,0,1,0,0,1,0,0
Windsor Terrace,99.0,4.0,75.0,2.16,1.0,216.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,45.0,8.0,4.0,0.11,1.0,0.0,0,1,0,0,0,0,1,0
Chinatown,105.0,2.0,11.0,0.53,1.0,0.0,0,0,1,0,0,0,1,0
Bushwick,45.0,3.0,101.0,2.89,2.0,60.0,0,1,0,0,0,0,1,0
Flatiron District,180.0,3.0,16.0,0.47,1.0,0.0,0,0,1,0,0,1,0,0
Sunnyside,130.0,2.0,111.0,3.19,1.0,252.0,0,0,0,1,0,1,0,0
Upper East Side,210.0,3.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Maspeth,77.0,4.0,93.0,2.69,1.0,198.0,0,0,0,1,0,1,0,0
Flatbush,450.0,1.0,1.0,0.03,2.0,364.0,0,1,0,0,0,0,1,0
East Harlem,85.0,2.0,123.0,4.09,1.0,64.0,0,0,1,0,0,0,1,0
Bushwick,67.0,3.0,97.0,2.75,1.0,141.0,0,1,0,0,0,0,1,0
Forest Hills,58.0,2.0,78.0,2.22,1.0,0.0,0,0,0,1,0,0,1,0
Bushwick,149.0,3.0,19.0,0.56,1.0,363.0,0,1,0,0,0,0,1,0
Harlem,150.0,2.0,29.0,0.84,1.0,0.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,80.0,1.0,15.0,0.42,1.0,189.0,0,1,0,0,0,0,1,0
Flushing,80.0,1.0,15.0,0.43,1.0,288.0,0,0,0,1,0,0,1,0
Midtown,2500.0,30.0,4.0,0.13,11.0,364.0,0,0,1,0,0,1,0,0
Upper East Side,130.0,2.0,11.0,0.32,1.0,0.0,0,0,1,0,0,1,0,0
Williamsburg,150.0,2.0,2.0,0.06,1.0,0.0,0,1,0,0,0,1,0,0
Financial District,180.0,1.0,36.0,1.05,1.0,0.0,0,0,1,0,0,1,0,0
Lower East Side,125.0,4.0,37.0,1.05,1.0,0.0,0,0,1,0,0,1,0,0
East Village,150.0,2.0,9.0,0.26,2.0,0.0,0,0,1,0,0,0,1,0
Nolita,89.0,12.0,3.0,0.1,2.0,332.0,0,0,1,0,0,0,1,0
Williamsburg,42.0,1.0,4.0,0.12,1.0,0.0,0,1,0,0,0,0,0,1
Bedford-Stuyvesant,40.0,3.0,5.0,0.14,1.0,0.0,0,1,0,0,0,0,1,0
Bushwick,70.0,3.0,72.0,2.04,1.0,155.0,0,1,0,0,0,0,1,0
Williamsburg,200.0,90.0,4.0,0.4,1.0,364.0,0,1,0,0,0,1,0,0
Hell's Kitchen,64.0,2.0,1.0,0.03,1.0,0.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,75.0,14.0,10.0,0.45,1.0,341.0,0,1,0,0,0,0,1,0
Williamsburg,180.0,4.0,64.0,2.0,3.0,57.0,0,1,0,0,0,1,0,0
Greenpoint,75.0,3.0,0.0,0.0,2.0,0.0,0,1,0,0,0,0,1,0
Chelsea,139.0,5.0,120.0,3.91,1.0,52.0,0,0,1,0,0,0,1,0
Hell's Kitchen,149.0,2.0,121.0,3.5,1.0,70.0,0,0,1,0,0,0,1,0
Williamsburg,85.0,3.0,99.0,3.09,1.0,19.0,0,1,0,0,0,0,1,0
Flatlands,92.0,1.0,2.0,0.06,1.0,364.0,0,1,0,0,0,0,1,0
East Village,129.0,7.0,10.0,0.29,1.0,0.0,0,0,1,0,0,1,0,0
East Village,150.0,2.0,1.0,0.03,1.0,0.0,0,0,1,0,0,1,0,0
Upper East Side,125.0,1.0,24.0,0.7,1.0,188.0,0,0,1,0,0,0,1,0
Nolita,100.0,4.0,2.0,0.32,1.0,0.0,0,0,1,0,0,0,1,0
Hell's Kitchen,198.0,3.0,15.0,0.43,1.0,4.0,0,0,1,0,0,1,0,0
Hell's Kitchen,239.0,30.0,1.0,0.05,121.0,365.0,0,0,1,0,0,1,0,0
Stuyvesant Town,82.0,60.0,0.0,0.0,1.0,365.0,0,0,1,0,0,0,1,0
East Village,215.0,1.0,76.0,2.16,1.0,245.0,0,0,1,0,0,1,0,0
East Flatbush,100.0,5.0,83.0,2.5,1.0,31.0,0,1,0,0,0,1,0,0
Hell's Kitchen,180.0,2.0,2.0,0.06,1.0,2.0,0,0,1,0,0,1,0,0
Upper West Side,150.0,30.0,8.0,0.24,1.0,328.0,0,0,1,0,0,1,0,0
Woodside,199.0,3.0,169.0,4.8,1.0,302.0,0,0,0,1,0,1,0,0
Bushwick,99.0,2.0,26.0,0.76,1.0,155.0,0,1,0,0,0,0,1,0
Jackson Heights,40.0,1.0,81.0,2.32,2.0,127.0,0,0,0,1,0,0,1,0
West Village,199.0,30.0,32.0,0.91,1.0,343.0,0,0,1,0,0,1,0,0
Harlem,69.0,5.0,80.0,2.26,2.0,0.0,0,0,1,0,0,0,1,0
Chinatown,170.0,4.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Greenpoint,110.0,30.0,4.0,0.12,4.0,301.0,0,1,0,0,0,1,0,0
Howland Hook,100.0,4.0,20.0,0.57,1.0,363.0,0,0,0,0,1,1,0,0
Greenpoint,50.0,25.0,0.0,0.0,1.0,5.0,0,1,0,0,0,0,1,0
Upper West Side,310.0,30.0,1.0,0.04,96.0,294.0,0,0,1,0,0,1,0,0
Bushwick,110.0,1.0,208.0,5.89,5.0,293.0,0,1,0,0,0,0,1,0
Forest Hills,165.0,2.0,37.0,1.08,1.0,86.0,0,0,0,1,0,1,0,0
Crown Heights,85.0,3.0,55.0,1.56,3.0,49.0,0,1,0,0,0,0,1,0
Bensonhurst,65.0,2.0,14.0,0.44,2.0,82.0,0,1,0,0,0,0,1,0
Battery Park City,149.0,30.0,2.0,0.06,12.0,281.0,0,0,1,0,0,1,0,0
Midtown,252.0,2.0,16.0,0.49,13.0,327.0,0,0,1,0,0,1,0,0
Two Bridges,130.0,120.0,2.0,0.06,2.0,229.0,0,0,1,0,0,0,1,0
Crown Heights,80.0,6.0,0.0,0.0,1.0,358.0,0,1,0,0,0,0,1,0
Flushing,75.0,2.0,85.0,2.42,1.0,159.0,0,0,0,1,0,0,1,0
Williamsburg,75.0,5.0,4.0,0.14,2.0,0.0,0,1,0,0,0,0,1,0
Crown Heights,125.0,2.0,70.0,2.01,1.0,71.0,0,1,0,0,0,1,0,0
Midtown,650.0,2.0,6.0,0.42,2.0,363.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,115.0,1.0,129.0,3.78,10.0,255.0,0,1,0,0,0,1,0,0
Williamsburg,90.0,2.0,28.0,0.82,1.0,0.0,0,1,0,0,0,0,1,0
Chelsea,249.0,7.0,70.0,2.03,1.0,266.0,0,0,1,0,0,1,0,0
Clinton Hill,140.0,6.0,9.0,0.26,1.0,0.0,0,1,0,0,0,1,0,0
Upper East Side,795.0,4.0,26.0,0.8,1.0,340.0,0,0,1,0,0,1,0,0
Corona,27.0,1.0,16.0,0.71,6.0,364.0,0,0,0,1,0,0,0,1
Long Island City,105.0,2.0,51.0,1.48,1.0,208.0,0,0,0,1,0,1,0,0
Fort Hamilton,30.0,3.0,23.0,0.66,4.0,211.0,0,1,0,0,0,0,1,0
Bushwick,55.0,4.0,0.0,0.0,2.0,0.0,0,1,0,0,0,0,1,0
Fort Hamilton,65.0,3.0,19.0,0.55,4.0,337.0,0,1,0,0,0,0,1,0
Fort Hamilton,65.0,3.0,42.0,1.22,4.0,290.0,0,1,0,0,0,0,1,0
Briarwood,55.0,2.0,1.0,0.03,1.0,56.0,0,0,0,1,0,0,1,0
Greenwich Village,800.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
East Elmhurst,100.0,3.0,87.0,2.52,1.0,322.0,0,0,0,1,0,1,0,0
Bedford-Stuyvesant,55.0,1.0,0.0,0.0,3.0,364.0,0,1,0,0,0,0,1,0
Sheepshead Bay,73.0,15.0,2.0,0.06,1.0,0.0,0,1,0,0,0,1,0,0
East Harlem,289.0,2.0,74.0,2.09,1.0,243.0,0,0,1,0,0,1,0,0
Canarsie,75.0,1.0,10.0,0.29,1.0,162.0,0,1,0,0,0,0,1,0
Prospect Heights,100.0,3.0,1.0,0.05,1.0,179.0,0,1,0,0,0,0,1,0
Bushwick,120.0,10.0,3.0,0.09,1.0,0.0,0,1,0,0,0,1,0,0
Woodhaven,45.0,5.0,23.0,0.66,6.0,216.0,0,0,0,1,0,0,1,0
Harlem,399.0,3.0,0.0,0.0,2.0,362.0,0,0,1,0,0,0,1,0
Greenpoint,155.0,4.0,31.0,0.91,1.0,24.0,0,1,0,0,0,1,0,0
Jamaica,60.0,3.0,60.0,1.71,2.0,0.0,0,0,0,1,0,1,0,0
Sheepshead Bay,100.0,20.0,0.0,0.0,1.0,364.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,30.0,25.0,15.0,0.43,4.0,78.0,0,1,0,0,0,0,0,1
Prospect-Lefferts Gardens,50.0,2.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Upper West Side,330.0,30.0,1.0,0.05,96.0,250.0,0,0,1,0,0,1,0,0
Woodside,300.0,2.0,73.0,2.14,1.0,228.0,0,0,0,1,0,1,0,0
St. Albans,65.0,2.0,52.0,1.93,1.0,78.0,0,0,0,1,0,0,1,0
Williamsburg,200.0,10.0,4.0,0.12,1.0,0.0,0,1,0,0,0,1,0,0
Bushwick,85.0,3.0,7.0,0.2,1.0,0.0,0,1,0,0,0,1,0,0
Prospect-Lefferts Gardens,139.0,30.0,4.0,0.11,1.0,330.0,0,1,0,0,0,1,0,0
Crown Heights,135.0,3.0,39.0,1.12,1.0,311.0,0,1,0,0,0,1,0,0
Flatbush,150.0,5.0,0.0,0.0,1.0,358.0,0,1,0,0,0,0,1,0
East Harlem,140.0,1.0,34.0,0.98,1.0,170.0,0,0,1,0,0,1,0,0
Prince's Bay,185.0,2.0,15.0,0.44,1.0,0.0,0,0,0,0,1,1,0,0
Long Island City,74.0,5.0,7.0,0.2,1.0,90.0,0,0,0,1,0,1,0,0
East Village,162.0,5.0,22.0,0.64,1.0,156.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,185.0,5.0,53.0,1.53,1.0,269.0,0,1,0,0,0,1,0,0
Flatbush,400.0,1.0,2.0,0.06,2.0,364.0,0,1,0,0,0,0,0,1
Washington Heights,160.0,3.0,12.0,0.36,3.0,5.0,0,0,1,0,0,1,0,0
Hell's Kitchen,98.0,60.0,28.0,0.82,1.0,343.0,0,0,1,0,0,1,0,0
Hell's Kitchen,95.0,1.0,23.0,0.66,2.0,0.0,0,0,1,0,0,0,1,0
Prospect-Lefferts Gardens,59.0,1.0,9.0,0.27,1.0,288.0,0,1,0,0,0,1,0,0
Lower East Side,200.0,2.0,22.0,0.64,1.0,4.0,0,0,1,0,0,1,0,0
Boerum Hill,200.0,2.0,2.0,0.06,1.0,0.0,0,1,0,0,0,1,0,0
Williamsburg,100.0,7.0,26.0,0.75,1.0,1.0,0,1,0,0,0,1,0,0
Chinatown,499.0,30.0,70.0,2.04,1.0,0.0,0,0,1,0,0,1,0,0
Midtown,189.0,2.0,164.0,4.72,1.0,206.0,0,0,1,0,0,1,0,0
Flushing,185.0,2.0,25.0,0.71,2.0,0.0,0,0,0,1,0,0,1,0
East Harlem,79.0,3.0,28.0,0.8,1.0,0.0,0,0,1,0,0,0,1,0
Harlem,149.0,30.0,84.0,2.43,4.0,337.0,0,0,1,0,0,0,1,0
Upper West Side,250.0,30.0,0.0,0.0,1.0,358.0,0,0,1,0,0,1,0,0
East Village,105.0,5.0,4.0,0.12,1.0,0.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,45.0,3.0,5.0,0.15,1.0,220.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,125.0,3.0,38.0,1.1,2.0,197.0,0,1,0,0,0,1,0,0
Flatbush,95.0,6.0,2.0,0.06,1.0,249.0,0,1,0,0,0,0,1,0
Ditmars Steinway,75.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,1,0,0
Washington Heights,30.0,14.0,1.0,0.03,1.0,0.0,0,0,1,0,0,0,1,0
Upper East Side,175.0,4.0,7.0,0.21,1.0,365.0,0,0,1,0,0,0,1,0
Williamsburg,149.0,2.0,28.0,0.83,2.0,2.0,0,1,0,0,0,1,0,0
Financial District,189.0,30.0,1.0,1.0,121.0,364.0,0,0,1,0,0,1,0,0
Kips Bay,95.0,5.0,1.0,0.03,3.0,0.0,0,0,1,0,0,0,1,0
Upper West Side,61.0,1.0,5.0,0.15,2.0,0.0,0,0,1,0,0,0,0,1
Kips Bay,190.0,5.0,0.0,0.0,3.0,0.0,0,0,1,0,0,1,0,0
West Village,80.0,1.0,37.0,1.05,1.0,0.0,0,0,1,0,0,0,0,1
Greenpoint,99.0,3.0,3.0,0.13,1.0,0.0,0,1,0,0,0,0,1,0
East Village,84.0,2.0,1.0,0.03,1.0,0.0,0,0,1,0,0,0,1,0
Bushwick,125.0,1.0,19.0,0.55,1.0,281.0,0,1,0,0,0,1,0,0
Lower East Side,43.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Prospect-Lefferts Gardens,107.0,3.0,82.0,2.34,1.0,284.0,0,1,0,0,0,1,0,0
Lower East Side,190.0,3.0,9.0,0.28,1.0,188.0,0,0,1,0,0,1,0,0
Windsor Terrace,125.0,2.0,24.0,0.68,1.0,0.0,0,1,0,0,0,1,0,0
Ridgewood,45.0,1.0,38.0,1.11,1.0,0.0,0,0,0,1,0,0,1,0
